loss,mape,val_loss,val_mape
0.04175566881895065,907107.75,0.036174606531858444,547343.0
0.029874850064516068,954210.25,0.02240065485239029,879822.6875
0.025051211938261986,894533.4375,0.020691176876425743,1224278.625
0.02410242334008217,741294.4375,0.021397991105914116,427582.875
0.019699430093169212,623686.8125,0.01059702318161726,732115.8125
0.017212701961398125,586781.375,0.015234468504786491,376026.0
0.01650853268802166,480734.15625,0.009116671048104763,572327.5
0.014937345869839191,443164.34375,0.018995918333530426,222101.921875
0.013952831737697124,420707.34375,0.007853391580283642,340598.125
0.012721722945570946,380769.65625,0.01781405881047249,145865.53125
0.012325757183134556,334849.78125,0.008898657746613026,203454.234375
0.012939032167196274,272000.59375,0.009767754003405571,182871.125
0.011846932582557201,247963.359375,0.009040135890245438,175713.25
0.011356867849826813,222800.453125,0.008600196801126003,160390.453125
0.011036230251193047,203038.90625,0.008253528736531734,160653.171875
0.010742667131125927,190214.546875,0.008306439965963364,148042.96875
0.010630437172949314,189060.96875,0.008275561966001987,148585.265625
0.010468254797160625,179518.671875,0.008306982927024364,145340.515625
0.010274424217641354,178642.03125,0.008349870331585407,142459.65625
