loss,mape,val_loss,val_mape
0.05793255940079689,370338.875,0.025044972077012062,1012873.4375
0.03137657418847084,1081076.75,0.023204380646348,1039544.75
0.02968895249068737,1157075.375,0.031157074496150017,377897.84375
0.02682403102517128,983653.5625,0.018118761479854584,899852.3125
0.02435607649385929,858819.8125,0.033983804285526276,233734.78125
0.023081135004758835,884246.4375,0.015460927970707417,433934.75
0.019451361149549484,760172.625,0.012225844897329807,620120.25
0.019292116165161133,742013.3125,0.022838210687041283,229551.203125
0.017755528911948204,708068.9375,0.04157785326242447,113947.8515625
0.0176920834928751,667501.8125,0.035467326641082764,131191.90625
0.016663916409015656,624076.0625,0.02891578897833824,154804.34375
0.015899252146482468,580860.5625,0.02177848294377327,184809.0
0.015441317111253738,587682.25,0.021059976890683174,169576.53125
0.014512801542878151,576872.875,0.02059664949774742,146028.984375
0.01436060294508934,534137.875,0.019724255427718163,141047.453125
0.013950001448392868,503031.15625,0.01699518971145153,148526.359375
0.013436688110232353,481141.65625,0.01569945737719536,141623.53125
