loss,mape,val_loss,val_mape
0.06936049461364746,416857.96875,0.04842265322804451,517.2213134765625
0.04447411000728607,517159.21875,0.043527811765670776,165.34161376953125
0.03881470486521721,325673.125,0.02806306816637516,158.3332977294922
0.03185161203145981,263967.65625,0.02688729763031006,306.6144714355469
0.02712058834731579,252977.640625,0.01993657276034355,115.02973175048828
0.02488088607788086,210928.421875,0.019778216257691383,92.17952728271484
0.02385243959724903,179751.40625,0.015025697648525238,103.37090301513672
0.02222316525876522,171301.953125,0.014013882726430893,105.80831909179688
0.020277267321944237,190089.46875,0.030552957206964493,251.7436981201172
0.01986907795071602,193594.765625,0.03156151995062828,248.26316833496094
0.01935548335313797,181523.5,0.029631441459059715,229.37991333007812
0.01891370117664337,163236.171875,0.02946658618748188,229.41270446777344
0.018407871946692467,161200.78125,0.028005633503198624,214.2721405029297
0.018125131726264954,158222.03125,0.027242880314588547,203.51341247558594
0.017807433381676674,148280.5625,0.025880007073283195,196.5970458984375
0.017540134489536285,143440.140625,0.02726280316710472,201.52700805664062
0.017292490229010582,138628.65625,0.026332814246416092,197.0024871826172
0.01717800460755825,142898.21875,0.02400021441280842,181.9407958984375
